Opponent Decklist,Result
Academy Researchers | Eldrazi Conscription | Lotus Bloom,1.0
"Sand Silos | Ulamog, the Infinite Gyre | Web of Inertia",-1.0
"Ajani, Nacatl Pariah | Divine Gambit | Remote Farm",0.0
"Ajani, Nacatl Pariah | Portable Hole | Remote Farm",0.0
"Ajani, Nacatl Pariah | Prairie Dog | Remote Farm",-1.0
"Ajani, Nacatl Pariah | Remote Farm | Soul Partition",0.0
Ancient Tomb | Drillworks Mole | Sphere of Resistance,1.0
Ancient Tomb | Elixir of Immortality | The Filigree Sylex,0.0
Ancient Tomb | Magus of the Moon | Mox Ruby,1.0
Ancient Tomb | Mana Vault | Thought-Knot Seer,-1.0
Ancient Tomb | Phyrexian Revoker | Phyrexian Revoker,-1.0
Angel of Sanctions | Fountain of Cho | Solitude,-1.0
Angel of Sanctions | Fountain of Cho | Unwanted Remake,1.0
Azure Beastbinder | Saprazzan Skerry | Tide Shaper,-1.0
Blast Zone | Keldon Megaliths | Sunken Citadel,-1.0
Blinkmoth Nexus | Invasion of Gobakhan | Mox Pearl,1.0
Calciform Pools | Hall of Storm Giants | Unable to Scream,0.0
Calciform Pools | March of Otherworldly Light | Mirrex,-1.0
Cleansing Wildfire | Mishra's Factory | Mox Ruby,-1.0
Contagion | Dryad Arbor | Unmask,1.0
Crystal Vein | Elite Spellbinder | Mox Pearl,0.0
Crystal Vein | Magus of the Moon | Mox Ruby,1.0
Daze | Sleep-Cursed Faerie | Underground Sea,1.0
Divine Gambit | Remote Farm | Skrelv's Hive,-1.0
Dryad Arbor | Force of Negation | Mental Misstep,-1.0
"Dryad Arbor | Oboro, Palace in the Clouds | Springheart Nantuko",-1.0
"Dwarven Hold | Emrakul, the Aeons Torn | Stronghold Gambit",-1.0
Dwarven Hold | Ensnaring Bridge | Keldon Megaliths,1.0
Encroach | Sleep-Cursed Faerie | Undiscovered Paradise,-1.0
Field of Ruin | Sleep-Cursed Faerie | Sunken Citadel,-0.5
Fungal Reaches | Gnottvold Slumbermound | Red Sun's Zenith,-1.0
Gleeful Demolition | Serene Remembrance | Slagwoods Bridge,-1.0
Hammerheim | Heartfire Hero | Mental Misstep,1.0
Hexdrinker | Ruthless Negotiation | Undiscovered Paradise,-1.0
Hexdrinker | Undiscovered Paradise | Unwanted Remake,1.0
Island Sanctuary | Prairie Dog | Remote Farm,1.0
Island | Mark of Eviction | Sleep-Cursed Faerie,1.0
Karakas | Leyline of Singularity | Student of Warfare,1.0
Lair of the Hydra | Pick Your Poison | Saltcrusted Steppe,-1.0
Living Conundrum | Mental Misstep | Sand Silos,0.0
Mana Crypt | Phyrexian Dreadnought | The Mycosynth Gardens,0.0
Mishra's Factory | Mox Pearl | Skrelv's Hive,1.0
Mockingbird | Mockingbird | Mockingbird,1.0
Mox Jet | Mutavault | Nezumi Shortfang,0.0
"Mox Pearl | Rishadan Port | Thalia, Guardian of Thraben",1.0
Murderous Rider | Subterranean Hangar | The Tabernacle at Pendrell Vale,-1.0
Prairie Dog | Remote Farm | Skrelv's Hive,0.0
Ancient Tomb | Idol of False Gods | Phyrexian Revoker,-1.0
Ancient Tomb | Remote Farm | The Wandering Emperor,-0.5
Ancient Tomb | Time Vault | Voltaic Servant,-1.0
"Aphelia, Viper Whisperer | Blinkmoth Nexus | Mox Jet",1.0
Assassin's Trophy | Golgari Rot Farm | Treetop Village,-1.0
"Emrakul, the Aeons Torn | Sand Silos | Show and Tell",-1.0
Island | Mental Misstep | Sleep-Cursed Faerie,1.0
Karakas | Leyline of Singularity | Mutavault,-1.0
"Phelia, Exuberant Shepherd | Remote Farm | White Knight",-1.0
